iter	MultiClass
257	0.5955880895
258	0.5954355645
259	0.5945166868
260	0.5940112681
261	0.5938525764
262	0.5932810135
263	0.5929475094
264	0.5926729024
265	0.5923486697
266	0.5921880655
267	0.5919542099
268	0.5914666338
269	0.5912009152
270	0.5909147525
271	0.5904917137
272	0.5902272784
273	0.5897577536
274	0.5894812541
275	0.5892056308
276	0.5889980568
277	0.5887363143
278	0.5884163498
279	0.5878399422
280	0.587718256
281	0.5871926737
282	0.5868864434
283	0.5864999439
284	0.5861131878
285	0.5858519683
286	0.5857822403
287	0.5851221249
288	0.584953921
289	0.5843975771
290	0.5841889042
291	0.583854815
292	0.5836421532
293	0.5830031585
294	0.5827560016
295	0.5825145664
296	0.5820475191
297	0.581702367
298	0.581507316
299	0.5808344556
300	0.5805968392
301	0.5801382713
302	0.5797013775
303	0.5792402728
304	0.5789044825
305	0.5786844519
306	0.5784293526
307	0.5780991238
308	0.5776957143
309	0.5773571058
310	0.5765664766
311	0.5763360621
312	0.5758233098
313	0.5754486159
314	0.574989679
315	0.5747918865
316	0.5743606087
317	0.5740171725
318	0.5737720822
319	0.5736322005
320	0.5734717404
321	0.5729397916
322	0.5727541917
323	0.5722886588
324	0.5721631706
325	0.5719860805
326	0.5716725972
327	0.571318529
328	0.5711485431
329	0.5710314334
330	0.5707847967
331	0.5706366178
332	0.5703927177
333	0.5701412557
334	0.5697450293
335	0.5693042447
336	0.5690402899
337	0.5685391298
338	0.5683872272
339	0.5681530303
340	0.567704644
341	0.5672996139
342	0.5670460645
343	0.5669249178
344	0.5665637465
345	0.5661305189
346	0.5656367632
347	0.5652679946
348	0.5650753058
349	0.5646442812
350	0.5644203236
351	0.5641512316
352	0.5639377179
353	0.5633689101
354	0.5631283096
355	0.5628050012
356	0.562644875
357	0.5624198254
358	0.562088653
359	0.5619745664
360	0.5617804993
361	0.5613597252
362	0.5610280166
363	0.5605341648
364	0.5602682798
365	0.5601171447
366	0.5597992732
367	0.5592345061
368	0.559035988
369	0.5588154162
370	0.558422998
371	0.5580535115
372	0.5578571053
373	0.557500089
374	0.5570813464
375	0.5569387169
376	0.5566032396
377	0.5563248452
378	0.5561497272
379	0.5558597313
380	0.5556933931
381	0.5555265437
382	0.5553098474
383	0.5550361904
384	0.5548530462
385	0.5545364129
386	0.554368628
387	0.5541168805
388	0.5538420062
389	0.553665459
390	0.5535156258
391	0.5531003723
392	0.5525788315
393	0.5522263911
394	0.5519061294
395	0.5517491913
396	0.5513394045
397	0.5509336542
398	0.5505887886
399	0.5504587148
400	0.5502457217
401	0.5500751131
402	0.5499405211
403	0.5494951614
404	0.5490620496
405	0.5488999069
406	0.5485472247
407	0.5484109254
408	0.5482461457
409	0.5479244479
410	0.5478168601
411	0.5474857399
412	0.5472578897
413	0.5471146973
414	0.5469815702
415	0.5467707023
416	0.546562262
417	0.546369247
418	0.546262488
419	0.5461331561
420	0.5456722178
421	0.5455231641
422	0.5451660565
423	0.5447841204
424	0.5441078693
425	0.5438642607
426	0.5436593466
427	0.5432889107
428	0.5430495825
429	0.5429324225
430	0.5428069542
431	0.5427093394
432	0.5425522092
433	0.5422923578
434	0.5421170697
435	0.5419002854
436	0.5414872493
437	0.5413909946
438	0.5412327327
439	0.5410839037
440	0.5408618195
441	0.540764869
442	0.5404350389
443	0.5402827376
444	0.5401151526
445	0.5395925849
446	0.5393488434
447	0.539099099
448	0.5387778722
449	0.5384151913
450	0.5382865325
451	0.5380346924
452	0.5378142202
453	0.5377018981
454	0.5375000603
455	0.537154497
456	0.5368641346
457	0.5363990245
458	0.5359350714
459	0.5356407155
460	0.5353314995
461	0.5351896034
462	0.5351191335
463	0.5349885011
464	0.5345386415
465	0.5343200681
466	0.5339402162
467	0.5337197667
468	0.5336017781
469	0.5334735388
470	0.5331487157
471	0.5327445508
472	0.5325828672
473	0.5321745502
474	0.5320491818
475	0.5318593094
476	0.5316963136
477	0.5315777452
478	0.5314010577
479	0.5311409867
480	0.5309633562
481	0.5307559248
482	0.530558178
483	0.5304593163
484	0.5303187971
485	0.5300345579
486	0.5297994491
487	0.5293435139
488	0.5291797883
489	0.5288668059
490	0.5285649774
491	0.5284126091
492	0.5281836675
493	0.527926604
494	0.527713889
495	0.5274720452
496	0.5272951486
497	0.5271211006
498	0.5269441405
499	0.5266611359
500	0.526506886
501	0.5261405713
502	0.5260521364
503	0.5258912108
504	0.5257837198
505	0.525647345
506	0.5254640865
507	0.5253065365
508	0.5249020134
509	0.5247335889
510	0.5246160472
511	0.5242529681
512	0.5239780591
513	0.5237012805
514	0.523479978
515	0.5232565864
516	0.5230342543
517	0.5227046604
518	0.5225425058
519	0.5223651998
520	0.5220855283
521	0.5220000848
522	0.5215028337
523	0.5213283601
524	0.5209835227
525	0.5207410961
526	0.520296855
527	0.5198515945
528	0.5196255144
529	0.5194634741
530	0.5193636461
531	0.5189970337
532	0.5188716994
533	0.5186404045
534	0.5182014066
535	0.5181300236
536	0.5179104975
537	0.517579499
538	0.5172932252
539	0.5169779652
540	0.5167299292
541	0.5165950688
542	0.5164975756
543	0.5162680439
544	0.5161137335
545	0.515749152
546	0.5156195986
547	0.5154820791
548	0.5152080761
549	0.5150873052
550	0.5148312194
551	0.5146165503
552	0.5143857786
553	0.5141481131
554	0.5139994503
555	0.51374217
556	0.5135543355
557	0.5133994979
558	0.5132961225
559	0.5131692341
560	0.5131295905
561	0.5127802721
562	0.5124594154
563	0.5122351852
564	0.5120971559
565	0.5118251019
566	0.5117475203
567	0.5116109121
568	0.5112525425
569	0.5111594479
570	0.5108267987
571	0.5106464098
572	0.5105285118
573	0.5103679961
574	0.5102342398
575	0.510059339
576	0.5098995199
577	0.5097259609
578	0.5095539027
579	0.5094849194
580	0.509252314
581	0.5091566553
582	0.5090024274
583	0.5088525064
584	0.5085583239
585	0.5083604586
586	0.508013514
587	0.5078619289
588	0.5077581479
589	0.5075519868
590	0.5074595858
591	0.5072367733
592	0.5070010248
593	0.5068821092
594	0.5066774984
595	0.5065629723
596	0.5064711842
597	0.5062852047
598	0.5060284969
599	0.5059565894
600	0.5058797353
601	0.5057446238
602	0.5053801946
603	0.5052095997
604	0.5049053753
605	0.5046489445
606	0.5044032265
607	0.5041968545
608	0.5039198989
609	0.5035857592
610	0.5033898167
611	0.5032492286
612	0.5029622971
613	0.5028134653
614	0.5026411727
615	0.502359687
616	0.5022498609
617	0.5020413796
618	0.5019287339
619	0.5017679311
620	0.5016887887
621	0.5013814704
622	0.5013300457
623	0.5012436184
624	0.5011911394
625	0.5011220553
626	0.5009275663
627	0.5008691516
628	0.5007805577
629	0.5006305481
630	0.5004190521
631	0.5001886431
632	0.4998420178
633	0.4997231068
634	0.4994855254
635	0.4992054098
636	0.4990987534
637	0.4988754716
638	0.4986645771
639	0.498574135
640	0.4984464711
641	0.4982551265
642	0.4981655579
643	0.4977981912
644	0.4976468502
645	0.4975946558
646	0.497319701
647	0.4971116572
648	0.4969280247
649	0.4966540111
650	0.4964935974
651	0.4963259921
652	0.4960334015
653	0.4959174979
654	0.4958099347
655	0.4955341646
656	0.4953821068
657	0.495227245
658	0.4951392981
659	0.4948239658
660	0.4946146237
661	0.4944128627
662	0.4943048837
663	0.4942399374
664	0.4940779301
665	0.4939476978
666	0.4936890217
667	0.4935583458
668	0.4933588795
669	0.4932241699
670	0.4930526865
671	0.4927678602
672	0.4926369736
673	0.4925632424
674	0.4922448775
675	0.4920331196
676	0.4918626428
677	0.4917520063
678	0.4916681727
679	0.4915917118
680	0.4915018266
681	0.4913987472
682	0.4913396286
683	0.491067924
684	0.4908551688
685	0.4907100627
686	0.4905855504
687	0.4903948123
688	0.4902169364
689	0.4900586523
690	0.4899177226
691	0.4897865354
692	0.4895747235
693	0.4894630189
694	0.4892340941
695	0.4890514465
696	0.4888422079
697	0.4887587767
698	0.4885626445
699	0.4884259241
700	0.4881471103
701	0.4878915668
702	0.4877215348
703	0.4875425246
704	0.4873209624
705	0.487156771
706	0.4869960143
707	0.4868700825
708	0.4867863128
709	0.4866799109
710	0.4865007323
711	0.4864219082
712	0.4861728493
713	0.4858703912
714	0.4856869763
715	0.4855898111
716	0.4854392017
717	0.485292518
718	0.4851006899
719	0.4849271297
720	0.4847330993
721	0.4846189948
722	0.484519456
723	0.4844468723
724	0.4841413693
725	0.4838783377
726	0.4837830901
727	0.4836992184
728	0.4835672387
729	0.4833052275
730	0.4830182497
731	0.4827873386
732	0.4826383123
733	0.4824339173
734	0.4822702628
735	0.482054399
736	0.4819750873
737	0.4818195803
738	0.4817548452
739	0.4815537776
740	0.4814118508
741	0.4811954827
742	0.4810610321
743	0.4809038511
744	0.4807969437
745	0.480603032
746	0.4804441578
747	0.4803789185
748	0.48026793
749	0.4801748375
750	0.4801060497
751	0.4799239544
752	0.479852213
753	0.4797335159
754	0.4795519965
755	0.4794238351
756	0.4793342743
757	0.4791737214
758	0.4790625771
759	0.4789406846
760	0.4788520028
761	0.4787656617
762	0.4786644411
763	0.4785540239
764	0.4783713063
765	0.4782245258
766	0.4781367951
767	0.4779730527
768	0.4776965041
769	0.477582483
770	0.4773512546
771	0.4771806243
772	0.4770570816
773	0.4768672446
774	0.4767976693
775	0.4766413248
776	0.4765870466
777	0.4763887255
778	0.4762969119
779	0.4761548384
780	0.4760295752
781	0.4758297989
782	0.4757606352
783	0.4756423526
784	0.4754929434
785	0.4752897165
786	0.4751071578
787	0.4750127995
788	0.4749578362
789	0.4747275181
790	0.4746189214
791	0.4745641632
792	0.474363568
793	0.4742486402
794	0.4741602313
795	0.4741054226
796	0.4740368644
797	0.4739645802
798	0.4737053651
799	0.4734264734
800	0.4732859045
801	0.4730278711
802	0.4728682718
803	0.4727713359
804	0.4726778542
805	0.4726042903
806	0.4724075493
807	0.4722536257
808	0.4721331223
809	0.4720681485
810	0.4719198182
811	0.4717961699
812	0.4716398046
813	0.4714772114
814	0.4713015015
815	0.4710772194
816	0.4710234862
817	0.4709033084
818	0.470729076
819	0.4706495425
820	0.4705116315
821	0.4704148617
822	0.4702372152
823	0.4700766617
824	0.4698880332
825	0.4697969372
826	0.4697157399
827	0.469618911
828	0.469569219
829	0.4694491893
830	0.4693601232
831	0.4692534251
832	0.4690702078
833	0.4690098521
834	0.4688725812
835	0.4687611726
836	0.4686614937
837	0.4684922914
838	0.4684080641
839	0.4680789706
840	0.4679039579
841	0.467791327
842	0.4676409846
843	0.4675735034
844	0.4675004473
845	0.4672898005
846	0.467190769
847	0.4670878677
848	0.4669923276
849	0.4668659785
850	0.4666988198
851	0.4666476635
852	0.4664887941
853	0.4663334539
854	0.4661351596
855	0.4659937236
856	0.4658547524
857	0.4657704361
858	0.4655560275
859	0.4653970319
860	0.4652728336
861	0.4651832324
862	0.4650433306
863	0.4649142734
864	0.4647492805
865	0.4645657155
866	0.4643277676
867	0.464219159
868	0.4641018596
869	0.4638974516
870	0.4638335032
871	0.4637624131
872	0.4637347623
873	0.4636943355
874	0.4635419364
875	0.4633822369
876	0.4632354099
877	0.4631482093
878	0.4630084691
879	0.4627694128
880	0.4626779403
881	0.4625523536
882	0.4624816935
883	0.4623571644
884	0.4622900579
885	0.4620970758
886	0.462002801
887	0.461864505
888	0.4617039421
889	0.461656014
890	0.4614106085
891	0.4612584624
892	0.461090133
893	0.4609857855
894	0.4609192142
895	0.4608197259
896	0.4606109464
897	0.4604061544
898	0.460308178
899	0.4600859979
900	0.4599646885
901	0.4599163815
902	0.4597042279
903	0.4596478416
904	0.459529612
905	0.4593462252
906	0.4592746478
907	0.4592298623
908	0.4591047799
909	0.4589914874
910	0.4588981114
911	0.4587886726
912	0.458610616
913	0.4585532933
914	0.4584245837
915	0.4583662768
916	0.4581911451
917	0.4580946189
918	0.4579406428
919	0.4578154824
920	0.4577480766
921	0.4575463731
922	0.457436267
923	0.4574090594
924	0.4573575411
925	0.4572508901
926	0.4571841235
927	0.4570781039
928	0.4569332367
929	0.4567695774
930	0.4567069229
931	0.4565848258
932	0.4564762384
933	0.4563345156
934	0.4562624418
935	0.4561532308
936	0.4560682912
937	0.4559724088
938	0.4558942416
939	0.4558048514
940	0.4555885806
941	0.4555320614
942	0.4552776098
943	0.4552187128
944	0.4551231435
945	0.4550122008
946	0.4549375057
947	0.4547469375
948	0.4546362238
949	0.4545507391
950	0.4544664738
951	0.4544161778
952	0.4542984991
953	0.4542058819
954	0.4540590566
955	0.4539875951
956	0.4539344326
957	0.4538251448
958	0.4537746357
959	0.4536901679
960	0.4534762773
961	0.4534285013
962	0.4532703512
963	0.4531329856
964	0.4530799204
965	0.4529934957
966	0.4529087527
967	0.452842425
968	0.4526740818
969	0.4525981141
970	0.4525524563
971	0.452476627
972	0.452392076
973	0.4522460734
974	0.452120411
975	0.4519679531
976	0.4518858563
977	0.4518142914
978	0.4517627786
979	0.4516359779
980	0.4515879417
981	0.4515225396
982	0.4513877243
983	0.4513285692
984	0.4512856394
985	0.4510768399
986	0.4509148205
987	0.4508358985
988	0.4507671093
989	0.4506852744
990	0.4505808797
991	0.4505227962
992	0.4503998343
993	0.4503282528
994	0.4501218067
995	0.449954678
996	0.4497781567
997	0.4497434925
998	0.4495769551
999	0.4494529589
